LoanId,Amount,Grade,Grade_Score,Home,Income,Income_Bracket,Status,Default_Flag,Reason,DebtIncRat,DTI_Risk_Category,Loan_Size_Category,Income_to_Loan_Ratio,Risk_Score,Overall_Risk_Category
486545,"13,000",A,1,OWN,"145,000",High,Fully Paid,0,debt_consolidation,2.82,Low Risk,Medium,8.97,1.73,LOW RISK
447107,"5,000",B,2,RENT,"22,800",Low,Current,0,debt_consolidation,9.84,Low Risk,Medium,21.93,5.34,LOW RISK
510887,"18,000",D,4,OWN,"45,000",Medium,Fully Paid,0,other,21.71,Medium Risk,Large,40,10.48,MEDIUM RISK
17262,"1,200",C,3,MORTGAGE,"32,000",Low,Fully Paid,0,other,18.27,Low Risk,Small,3.75,8.91,LOW RISK
289364,"6,000",C,3,RENT,"40,000",Medium,Current,0,debt_consolidation,25.1,Medium Risk,Medium,15,11.84,MEDIUM RISK
66499,"3,000",A,1,MORTGAGE,"60,000",Medium,Fully Paid,0,major_purchase,14.61,Low Risk,Small,5,6.64,LOW RISK
91303,"6,200",A,1,RENT,"75,000",Medium,Fully Paid,0,credit_card,8.9,Low Risk,Medium,8.27,4.56,LOW RISK
328862,"24,000",A,1,MORTGAGE,"175,000",High,Current,0,credit_card,10.74,Low Risk,Large,13.71,5.1,LOW RISK
119277,"16,800",C,3,MORTGAGE,"105,000",High,Current,0,other,17.37,Low Risk,Large,16,8.55,LOW RISK
56408,"8,000",C,3,OWN,"38,000",Low,Fully Paid,0,major_purchase,27.86,Medium Risk,Medium,21.05,12.54,MEDIUM RISK
266784,"16,000",C,3,MORTGAGE,"80,000",High,Charged Off,1,debt_consolidation,21.62,Medium Risk,Large,20,10.25,MEDIUM RISK
63319,"5,450",D,4,RENT,"24,000",Low,Fully Paid,0,credit_card,19.95,Low Risk,Medium,22.71,10.18,MEDIUM RISK
591586,"21,725",D,4,MORTGAGE,"115,000",High,Current,0,credit_card,17.18,Low Risk,Large,18.89,8.87,LOW RISK
41719,"28,000",D,4,RENT,"175,000",High,Charged Off,1,debt_consolidation,18.04,Low Risk,Large,16,9.42,LOW RISK
251801,"10,000",B,2,OWN,"33,280",Low,Current,0,debt_consolidation,27.84,Medium Risk,Medium,30.05,12.14,MEDIUM RISK
519730,"15,000",B,2,OWN,"55,000",Medium,Fully Paid,0,debt_consolidation,18.9,Low Risk,Large,27.27,8.56,LOW RISK
247996,"3,500",C,3,RENT,"27,000",Low,Current,0,credit_card,27.6,Medium Risk,Small,12.96,12.84,MEDIUM RISK
72487,"20,000",C,3,RENT,"115,000",High,Current,0,debt_consolidation,12.22,Low Risk,Large,17.39,6.69,LOW RISK
103206,"20,000",A,1,MORTGAGE,"90,000",High,Fully Paid,0,debt_consolidation,17.54,Low Risk,Large,22.22,7.82,LOW RISK
472706,"15,000",B,2,RENT,"52,000",Medium,Current,0,credit_card,29.09,Medium Risk,Large,28.85,13.04,MEDIUM RISK
178775,"4,400",D,4,RENT,"20,857",Low,Charged Off,1,credit_card,21.12,Medium Risk,Small,21.1,10.65,MEDIUM RISK
639582,"20,000",B,2,MORTGAGE,"45,000",Medium,Charged Off,1,debt_consolidation,22.56,Medium Risk,Large,44.44,10.22,MEDIUM RISK
561718,"10,000",D,4,OWN,"35,000",Low,Current,0,credit_card,34.19,Medium Risk,Medium,28.57,15.48,MEDIUM RISK
272177,"16,150",B,2,RENT,"65,000",Medium,Current,0,debt_consolidation,31.56,Medium Risk,Large,24.85,14.02,MEDIUM RISK
623567,"2,500",C,3,RENT,"32,261",Low,Fully Paid,0,vacation,36.06,High Risk,Small,7.75,16.22,MEDIUM RISK
275723,"23,275",D,4,OWN,"75,000",Medium,Fully Paid,0,debt_consolidation,18.98,Low Risk,Large,31.03,9.39,LOW RISK
611299,"12,000",D,4,RENT,"94,000",High,Current,0,debt_consolidation,9.8,Low Risk,Medium,12.77,6.12,LOW RISK
516048,"15,000",C,3,RENT,"50,000",Medium,Charged Off,1,credit_card,30.56,Medium Risk,Large,30,14.02,MEDIUM RISK
159522,"10,800",A,1,MORTGAGE,"75,000",Medium,Fully Paid,0,debt_consolidation,20.74,Medium Risk,Medium,14.4,9.1,LOW RISK
319118,"12,050",E,5,RENT,"40,000",Medium,Charged Off,1,debt_consolidation,32.91,Medium Risk,Medium,30.13,15.76,MEDIUM RISK
557435,"24,250",C,3,MORTGAGE,"66,000",Medium,Current,0,credit_card,26.16,Medium Risk,Large,36.74,12.06,MEDIUM RISK
143660,"7,500",C,3,MORTGAGE,"66,000",Medium,Fully Paid,0,credit_card,24.13,Medium Risk,Medium,11.36,11.25,MEDIUM RISK
58406,"2,500",D,4,MORTGAGE,"42,652",Medium,Charged Off,1,home_improvement,25.04,Medium Risk,Small,5.86,12.02,MEDIUM RISK
50282,"30,000",G,7,MORTGAGE,"91,000",High,Charged Off,1,debt_consolidation,21.83,Medium Risk,Large,32.97,11.93,MEDIUM RISK
128992,"11,975",E,5,RENT,"52,000",Medium,Current,0,debt_consolidation,13.29,Low Risk,Medium,23.03,7.92,LOW RISK
346855,"29,900",D,4,MORTGAGE,"65,000",Medium,Fully Paid,0,debt_consolidation,21.38,Medium Risk,Large,46,10.55,MEDIUM RISK
402529,"16,000",E,5,MORTGAGE,"190,000",High,Current,0,other,29.23,Medium Risk,Large,8.42,14.09,MEDIUM RISK
216075,"5,000",C,3,RENT,"54,000",Medium,Fully Paid,0,debt_consolidation,20.53,Medium Risk,Medium,9.26,10.01,MEDIUM RISK
628812,"20,000",A,1,MORTGAGE,"57,000",Medium,Fully Paid,0,credit_card,13.47,Low Risk,Large,35.09,6.19,LOW RISK
421389,"10,000",B,2,OWN,"32,000",Low,Fully Paid,0,debt_consolidation,18.08,Low Risk,Medium,31.25,8.23,LOW RISK
340221,"7,000",B,2,MORTGAGE,"80,000",High,Current,0,debt_consolidation,21.59,Medium Risk,Medium,8.75,9.84,LOW RISK
394544,"32,000",A,1,RENT,"110,000",High,Current,0,debt_consolidation,18.67,Low Risk,Large,29.09,8.47,LOW RISK
550042,"10,000",A,1,RENT,"81,000",High,Fully Paid,0,debt_consolidation,8.29,Low Risk,Medium,12.35,4.32,LOW RISK
582974,"17,250",D,4,MORTGAGE,"49,000",Medium,Charged Off,1,debt_consolidation,16.61,Low Risk,Large,35.2,8.64,LOW RISK
304306,"10,000",C,3,RENT,"25,000",Low,Current,0,credit_card,37.69,High Risk,Medium,40,16.88,MEDIUM RISK
649993,"35,000",C,3,MORTGAGE,"125,000",High,Current,0,debt_consolidation,17.45,Low Risk,Large,28,8.58,LOW RISK
427234,"5,100",D,4,RENT,"17,000",Low,Fully Paid,0,debt_consolidation,23.8,Medium Risk,Medium,30,11.72,MEDIUM RISK
340779,"18,000",A,1,MORTGAGE,"150,000",High,Current,0,credit_card,18.04,Low Risk,Large,12,8.02,LOW RISK
611779,"30,000",B,2,MORTGAGE,"70,324",Medium,Current,0,credit_card,21.43,Medium Risk,Large,42.66,9.77,LOW RISK
511855,"24,000",C,3,RENT,"65,000",Medium,Fully Paid,0,debt_consolidation,21.94,Medium Risk,Large,36.92,10.58,MEDIUM RISK
139890,"4,000",C,3,RENT,"36,000",Low,Fully Paid,0,credit_card,16.03,Low Risk,Small,11.11,8.21,LOW RISK
259781,"9,500",B,2,OWN,"120,000",High,Current,0,small_business,10.42,Low Risk,Medium,7.92,5.17,LOW RISK
259473,"10,000",C,3,OWN,"70,000",Medium,Charged Off,1,debt_consolidation,22.68,Medium Risk,Medium,14.29,10.47,MEDIUM RISK
283422,"11,000",A,1,RENT,"80,000",High,Current,0,debt_consolidation,9.99,Low Risk,Medium,13.75,5,LOW RISK
403029,"13,600",C,3,RENT,"75,000",Medium,Fully Paid,0,debt_consolidation,14.91,Low Risk,Medium,18.13,7.76,LOW RISK
342061,"25,000",A,1,RENT,"70,000",Medium,Current,0,credit_card,27.46,Medium Risk,Large,35.71,11.98,MEDIUM RISK
70644,"25,000",D,4,MORTGAGE,"70,000",Medium,Current,0,credit_card,22.01,Medium Risk,Large,35.71,10.8,MEDIUM RISK
73601,"30,400",B,2,RENT,"86,000",High,Fully Paid,0,debt_consolidation,19.33,Low Risk,Large,35.35,9.13,LOW RISK
646240,"10,000",C,3,RENT,"51,000",Medium,Fully Paid,0,credit_card,2.87,Low Risk,Medium,19.61,2.95,LOW RISK
249009,"20,000",B,2,RENT,"58,000",Medium,Current,0,debt_consolidation,19.06,Low Risk,Large,34.48,9.02,LOW RISK
486626,"11,500",C,3,MORTGAGE,"59,600",Medium,Fully Paid,0,debt_consolidation,30.43,Medium Risk,Medium,19.3,13.77,MEDIUM RISK
51984,"14,600",B,2,MORTGAGE,"55,000",Medium,Fully Paid,0,debt_consolidation,21.89,Medium Risk,Medium,26.55,9.96,LOW RISK
276730,"16,000",C,3,MORTGAGE,"120,000",High,Current,0,debt_consolidation,16.84,Low Risk,Large,13.33,8.34,LOW RISK
347445,"15,000",D,4,RENT,"65,000",Medium,Charged Off,1,debt_consolidation,5.04,Low Risk,Large,23.08,4.22,LOW RISK
345639,"16,000",B,2,MORTGAGE,"80,000",High,Current,0,home_improvement,28.83,Medium Risk,Large,20,12.73,MEDIUM RISK
508567,"11,000",C,3,RENT,"27,000",Low,Current,0,debt_consolidation,30.67,Medium Risk,Medium,40.74,14.07,MEDIUM RISK
59332,"20,000",A,1,MORTGAGE,"56,000",Medium,Fully Paid,0,credit_card,19.96,Low Risk,Large,35.71,8.78,LOW RISK
121882,"6,500",E,5,RENT,"75,000",Medium,Fully Paid,0,other,5.52,Low Risk,Medium,8.67,4.81,LOW RISK
209903,"10,000",A,1,MORTGAGE,"50,000",Medium,Fully Paid,0,credit_card,20.38,Medium Risk,Medium,20,8.95,LOW RISK
336219,"10,000",B,2,RENT,"67,800",Medium,Fully Paid,0,debt_consolidation,14.6,Low Risk,Medium,14.75,7.24,LOW RISK
137376,"10,000",B,2,MORTGAGE,"52,000",Medium,Fully Paid,0,debt_consolidation,16.02,Low Risk,Medium,19.23,7.61,LOW RISK
652079,"14,000",D,4,MORTGAGE,"35,000",Low,Fully Paid,0,debt_consolidation,24.45,Medium Risk,Medium,40,11.78,MEDIUM RISK
398959,"35,000",E,5,MORTGAGE,"110,000",High,Late (31-120 days),0,debt_consolidation,24.87,Medium Risk,Large,31.82,12.35,MEDIUM RISK
532719,"12,000",C,3,RENT,"45,000",Medium,Current,0,debt_consolidation,38.86,High Risk,Medium,26.67,17.34,MEDIUM RISK
220102,"20,000",A,1,MORTGAGE,"50,383",Medium,Fully Paid,0,credit_card,25.92,Medium Risk,Large,39.7,11.17,MEDIUM RISK
232748,"9,000",A,1,RENT,"60,000",Medium,Fully Paid,0,debt_consolidation,22.74,Medium Risk,Medium,15,10.1,MEDIUM RISK
192304,"32,950",D,4,RENT,"75,000",Medium,Fully Paid,0,credit_card,20.54,Medium Risk,Large,43.93,10.42,MEDIUM RISK
605018,"20,000",B,2,RENT,"56,733",Medium,Fully Paid,0,credit_card,15.13,Low Risk,Large,35.25,7.45,LOW RISK
523507,"30,000",E,5,RENT,"130,000",High,Current,0,debt_consolidation,28.58,Medium Risk,Large,23.08,14.03,MEDIUM RISK
333595,"1,500",C,3,RENT,"8,796",Low,Current,0,debt_consolidation,24.56,Medium Risk,Small,17.05,11.62,MEDIUM RISK
320811,"22,500",E,5,MORTGAGE,"45,000",Medium,Charged Off,1,debt_consolidation,18.51,Low Risk,Large,50,9.8,LOW RISK
625347,"7,350",C,3,RENT,"45,000",Medium,Fully Paid,0,debt_consolidation,38.37,High Risk,Medium,16.33,17.15,MEDIUM RISK
630369,"12,000",C,3,MORTGAGE,"70,000",Medium,Current,0,credit_card,10.2,Low Risk,Medium,17.14,5.68,LOW RISK
407500,"35,000",D,4,MORTGAGE,"113,787",High,Fully Paid,0,debt_consolidation,20.72,Medium Risk,Large,30.76,10.29,MEDIUM RISK
15409,"10,800",D,4,RENT,"75,000",Medium,Current,0,credit_card,14.32,Low Risk,Medium,14.4,7.93,LOW RISK
274263,"4,500",A,1,RENT,"52,000",Medium,Fully Paid,0,credit_card,22.02,Medium Risk,Small,8.65,9.81,LOW RISK
554213,"1,200",B,2,MORTGAGE,"46,500",Medium,Fully Paid,0,other,25.19,Medium Risk,Small,2.58,11.28,MEDIUM RISK
545087,"10,000",C,3,OWN,"72,000",Medium,Fully Paid,0,debt_consolidation,13.35,Low Risk,Medium,13.89,6.74,LOW RISK
377304,"10,000",A,1,RENT,"53,000",Medium,Current,0,credit_card,19.39,Low Risk,Medium,18.87,8.76,LOW RISK
453197,"7,000",B,2,RENT,"30,000",Low,Fully Paid,0,debt_consolidation,33.02,Medium Risk,Medium,23.33,14.61,MEDIUM RISK
70896,"10,000",D,4,RENT,"55,000",Medium,Fully Paid,0,debt_consolidation,30.17,Medium Risk,Medium,18.18,14.27,MEDIUM RISK
186766,"6,500",A,1,MORTGAGE,"43,000",Medium,Fully Paid,0,credit_card,18.87,Low Risk,Medium,15.12,8.35,LOW RISK
372756,"21,000",E,5,OWN,"50,000",Medium,Fully Paid,0,debt_consolidation,37.93,High Risk,Large,42,17.37,MEDIUM RISK
489874,"11,800",B,2,RENT,"85,000",High,Fully Paid,0,credit_card,8.63,Low Risk,Medium,13.88,4.85,LOW RISK
378604,"11,500",C,3,MORTGAGE,"50,000",Medium,Current,0,credit_card,13.15,Low Risk,Medium,23,6.86,LOW RISK
475152,"7,000",B,2,MORTGAGE,"80,000",High,Fully Paid,0,home_improvement,20.62,Medium Risk,Medium,8.75,9.45,LOW RISK
268070,"18,000",B,2,MORTGAGE,"145,000",High,Current,0,credit_card,18.96,Low Risk,Large,12.41,8.78,LOW RISK
416692,"10,000",D,4,RENT,"32,500",Low,Fully Paid,0,debt_consolidation,33.86,Medium Risk,Medium,30.77,15.74,MEDIUM RISK
331280,"7,000",C,3,MORTGAGE,"26,500",Low,Current,0,major_purchase,33.56,Medium Risk,Medium,26.42,15.02,MEDIUM RISK
232912,"18,250",C,3,MORTGAGE,"52,000",Medium,Fully Paid,0,small_business,27.95,Medium Risk,Large,35.1,12.78,MEDIUM RISK
651004,"12,000",B,2,MORTGAGE,"140,000",High,Current,0,debt_consolidation,17.92,Low Risk,Medium,8.57,8.37,LOW RISK
309886,"23,000",D,4,RENT,"50,000",Medium,Current,0,credit_card,32.09,Medium Risk,Large,46,15.04,MEDIUM RISK
420277,"15,000",B,2,RENT,"104,000",High,Current,0,debt_consolidation,29.43,Medium Risk,Large,14.42,13.17,MEDIUM RISK
523132,"16,800",C,3,RENT,"40,000",Medium,Fully Paid,0,credit_card,29.31,Medium Risk,Large,42,13.52,MEDIUM RISK
91386,"10,000",B,2,RENT,"85,000",High,Fully Paid,0,credit_card,11.41,Low Risk,Medium,11.76,5.96,LOW RISK
561466,"18,400",D,4,RENT,"50,000",Medium,Current,0,credit_card,10.44,Low Risk,Large,36.8,6.38,LOW RISK
133211,"27,500",C,3,MORTGAGE,"89,000",High,Fully Paid,0,debt_consolidation,18.76,Low Risk,Large,30.9,9.1,LOW RISK
398422,"23,800",C,3,MORTGAGE,"90,700",High,Fully Paid,0,debt_consolidation,16.76,Low Risk,Large,26.24,8.3,LOW RISK
8910,"8,675",E,5,RENT,"17,472",Low,Fully Paid,0,debt_consolidation,9.2,Low Risk,Medium,49.65,6.28,LOW RISK
135498,"9,000",C,3,RENT,"37,625",Low,Fully Paid,0,debt_consolidation,26.32,Medium Risk,Medium,23.92,12.33,MEDIUM RISK
469596,"6,000",C,3,MORTGAGE,"36,000",Low,Current,0,debt_consolidation,17.7,Low Risk,Medium,16.67,8.68,LOW RISK
500049,"20,000",B,2,RENT,"73,000",Medium,Fully Paid,0,credit_card,11.71,Low Risk,Large,27.4,6.08,LOW RISK
239962,"10,000",C,3,RENT,"65,000",Medium,Fully Paid,0,moving,36,High Risk,Medium,15.38,16.2,MEDIUM RISK
361275,"8,000",A,1,RENT,"33,420",Low,Fully Paid,0,major_purchase,28.37,Medium Risk,Medium,23.94,12.35,MEDIUM RISK
563180,"5,000",B,2,OWN,"14,760",Low,Current,0,credit_card,13.5,Low Risk,Medium,33.88,6.4,LOW RISK
381188,"35,000",B,2,MORTGAGE,"116,000",High,In Grace Period,0,debt_consolidation,27.2,Medium Risk,Large,30.17,12.08,MEDIUM RISK
35278,"20,000",C,3,RENT,"80,000",High,Charged Off,1,credit_card,8.87,Low Risk,Large,25,5.35,LOW RISK
166050,"4,800",A,1,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,12.05,Low Risk,Small,9.6,5.62,LOW RISK
147453,"25,000",E,5,MORTGAGE,"85,300",High,Current,0,debt_consolidation,26.01,Medium Risk,Large,29.31,12.8,MEDIUM RISK
297383,"13,575",E,5,MORTGAGE,"75,000",Medium,Fully Paid,0,home_improvement,22.54,Medium Risk,Medium,18.1,11.42,MEDIUM RISK
453780,"8,000",B,2,RENT,"85,000",High,Charged Off,1,debt_consolidation,24.72,Medium Risk,Medium,9.41,11.29,MEDIUM RISK
535851,"7,200",A,1,RENT,"72,500",Medium,Current,0,debt_consolidation,11.31,Low Risk,Medium,9.93,5.52,LOW RISK
56839,"18,000",D,4,MORTGAGE,"68,000",Medium,Fully Paid,0,debt_consolidation,11.47,Low Risk,Large,26.47,6.59,LOW RISK
211551,"9,600",B,2,MORTGAGE,"55,000",Medium,Charged Off,1,major_purchase,8.12,Low Risk,Medium,17.45,4.45,LOW RISK
643679,"6,400",B,2,MORTGAGE,"51,000",Medium,Fully Paid,0,credit_card,22.02,Medium Risk,Medium,12.55,10.01,MEDIUM RISK
400683,"18,000",C,3,MORTGAGE,"80,000",High,Current,0,other,23.32,Medium Risk,Large,22.5,10.93,MEDIUM RISK
127291,"10,000",C,3,MORTGAGE,"65,000",Medium,Fully Paid,0,debt_consolidation,13.29,Low Risk,Medium,15.38,6.92,LOW RISK
335605,"13,000",C,3,MORTGAGE,"60,000",Medium,Current,0,debt_consolidation,18,Low Risk,Medium,21.67,8.8,LOW RISK
434260,"29,900",E,5,MORTGAGE,"65,000",Medium,Charged Off,1,debt_consolidation,31.35,Medium Risk,Large,46,14.94,MEDIUM RISK
9987,"5,000",E,5,MORTGAGE,"77,000",Medium,Fully Paid,0,debt_consolidation,17.55,Low Risk,Medium,6.49,9.42,LOW RISK
27114,"35,000",D,4,MORTGAGE,"180,000",High,Fully Paid,0,other,5.58,Low Risk,Large,19.44,4.23,LOW RISK
55882,"24,000",B,2,MORTGAGE,"80,000",High,Current,0,debt_consolidation,21.83,Medium Risk,Large,30,9.93,LOW RISK
636741,"35,000",C,3,RENT,"110,000",High,Fully Paid,0,debt_consolidation,17.41,Low Risk,Large,31.82,8.76,LOW RISK
99425,"8,000",A,1,RENT,"75,000",Medium,Fully Paid,0,debt_consolidation,12.96,Low Risk,Medium,10.67,6.18,LOW RISK
494546,"15,600",C,3,MORTGAGE,"64,000",Medium,Current,0,credit_card,15.24,Low Risk,Large,24.38,7.7,LOW RISK
556817,"15,000",B,2,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,17.98,Low Risk,Large,30,8.39,LOW RISK
196042,"4,800",C,3,RENT,"113,000",High,Fully Paid,0,debt_consolidation,7.91,Low Risk,Small,4.25,4.96,LOW RISK
134856,"18,000",C,3,RENT,"72,000",Medium,Fully Paid,0,debt_consolidation,13.87,Low Risk,Large,25,7.35,LOW RISK
389298,"18,000",B,2,MORTGAGE,"55,000",Medium,Fully Paid,0,credit_card,20.25,Medium Risk,Large,32.73,9.3,LOW RISK
201585,"25,000",A,1,MORTGAGE,"76,000",Medium,Fully Paid,0,credit_card,6.76,Low Risk,Large,32.89,3.5,LOW RISK
154106,"20,000",B,2,MORTGAGE,"75,000",Medium,Fully Paid,0,credit_card,20.35,Medium Risk,Large,26.67,9.34,LOW RISK
511635,"13,000",B,2,MORTGAGE,"50,000",Medium,Fully Paid,0,credit_card,21.7,Medium Risk,Medium,26,9.88,LOW RISK
27610,"20,000",B,2,RENT,"132,000",High,Fully Paid,0,debt_consolidation,15.03,Low Risk,Large,15.15,7.41,LOW RISK
436770,"7,000",C,3,RENT,"33,120",Low,Current,0,debt_consolidation,25.33,Medium Risk,Medium,21.14,11.93,MEDIUM RISK
89076,"5,000",F,6,RENT,"78,500",Medium,Fully Paid,0,debt_consolidation,31.8,Medium Risk,Medium,6.37,15.72,MEDIUM RISK
155302,"27,000",C,3,MORTGAGE,"70,000",Medium,Fully Paid,0,credit_card,22.51,Medium Risk,Large,38.57,10.6,MEDIUM RISK
116876,"5,900",C,3,RENT,"50,000",Medium,Charged Off,1,debt_consolidation,4.12,Low Risk,Medium,11.8,3.45,LOW RISK
4311,"12,000",E,5,RENT,"62,000",Medium,Current,0,major_purchase,10.49,Low Risk,Medium,19.35,6.8,LOW RISK
563685,"10,000",D,4,RENT,"55,000",Medium,Current,0,credit_card,2.64,Low Risk,Medium,18.18,3.26,LOW RISK
513408,"24,000",E,5,MORTGAGE,"119,500",High,Current,0,debt_consolidation,12.18,Low Risk,Large,20.08,7.27,LOW RISK
438654,"2,400",D,4,OWN,"31,678",Low,Fully Paid,0,medical,19.25,Low Risk,Small,7.58,9.5,LOW RISK
2147,"18,000",B,2,MORTGAGE,"51,000",Medium,Fully Paid,0,debt_consolidation,30.24,Medium Risk,Large,35.29,13.3,MEDIUM RISK
229535,"24,000",C,3,MORTGAGE,"103,000",High,Charged Off,1,debt_consolidation,6.91,Low Risk,Large,23.3,4.36,LOW RISK
508945,"15,000",D,4,MORTGAGE,"33,500",Low,Fully Paid,0,other,19.96,Low Risk,Large,44.78,9.98,LOW RISK
257507,"5,000",B,2,RENT,"62,000",Medium,Fully Paid,0,debt_consolidation,24.14,Medium Risk,Medium,8.06,11.06,MEDIUM RISK
347761,"20,000",A,1,MORTGAGE,"120,000",High,Current,0,credit_card,13.31,Low Risk,Large,16.67,6.12,LOW RISK
554035,"16,000",C,3,MORTGAGE,"58,000",Medium,Current,0,debt_consolidation,26.38,Medium Risk,Large,27.59,12.15,MEDIUM RISK
369906,"5,600",B,2,OWN,"85,000",High,Fully Paid,0,debt_consolidation,2.15,Low Risk,Medium,6.59,1.86,LOW RISK
101769,"9,550",G,7,RENT,"30,000",Low,Fully Paid,0,credit_card,33.68,Medium Risk,Medium,31.83,16.87,MEDIUM RISK
651389,"11,850",D,4,RENT,"65,000",Medium,Charged Off,1,debt_consolidation,22.45,Medium Risk,Medium,18.23,11.18,MEDIUM RISK
468395,"12,000",C,3,MORTGAGE,"86,000",High,Current,0,debt_consolidation,29.96,Medium Risk,Medium,13.95,13.58,MEDIUM RISK
506706,"15,000",B,2,OWN,"108,000",High,Fully Paid,0,debt_consolidation,7.06,Low Risk,Large,13.89,3.82,LOW RISK
113013,"13,600",D,4,MORTGAGE,"38,000",Low,Fully Paid,0,debt_consolidation,18.45,Low Risk,Medium,35.79,9.38,LOW RISK
651976,"32,000",D,4,RENT,"110,000",High,Current,0,debt_consolidation,23.9,Medium Risk,Large,29.09,11.76,MEDIUM RISK
492703,"8,500",C,3,RENT,"40,000",Medium,Current,0,debt_consolidation,13.14,Low Risk,Medium,21.25,7.06,LOW RISK
416018,"20,600",E,5,MORTGAGE,"108,000",High,Current,0,debt_consolidation,35.98,High Risk,Large,19.07,16.79,MEDIUM RISK
578179,"35,000",E,5,RENT,"98,000",High,Fully Paid,0,debt_consolidation,25.74,Medium Risk,Large,35.71,12.9,MEDIUM RISK
620767,"7,000",A,1,MORTGAGE,"50,000",Medium,Fully Paid,0,debt_consolidation,13.75,Low Risk,Medium,14,6.3,LOW RISK
213631,"5,000",B,2,MORTGAGE,"67,906",Medium,Fully Paid,0,debt_consolidation,2.21,Low Risk,Medium,7.36,2.08,LOW RISK
543996,"35,000",C,3,MORTGAGE,"190,000",High,Current,0,debt_consolidation,12.75,Low Risk,Large,18.42,6.7,LOW RISK
436468,"1,500",D,4,RENT,"32,000",Low,Fully Paid,0,debt_consolidation,31.7,Medium Risk,Small,4.69,14.88,MEDIUM RISK
276402,"15,000",B,2,MORTGAGE,"58,000",Medium,Fully Paid,0,debt_consolidation,18.37,Low Risk,Large,25.86,8.55,LOW RISK
8850,"20,000",A,1,RENT,"78,000",Medium,Fully Paid,0,debt_consolidation,14.2,Low Risk,Large,25.64,6.68,LOW RISK
139856,"29,775",E,5,MORTGAGE,"71,000",Medium,Fully Paid,0,debt_consolidation,22.95,Medium Risk,Large,41.94,11.58,MEDIUM RISK
404749,"15,000",A,1,MORTGAGE,"94,000",High,Fully Paid,0,credit_card,19.09,Low Risk,Large,15.96,8.44,LOW RISK
357972,"5,000",C,3,RENT,"40,000",Medium,Fully Paid,0,credit_card,13.3,Low Risk,Medium,12.5,7.12,LOW RISK
402436,"13,125",E,5,MORTGAGE,"41,600",Medium,Charged Off,1,debt_consolidation,28.07,Medium Risk,Medium,31.55,13.63,MEDIUM RISK
584994,"8,000",A,1,MORTGAGE,"150,000",High,Current,0,credit_card,3.76,Low Risk,Medium,5.33,2.3,LOW RISK
429174,"20,000",A,1,OWN,"70,000",Medium,Current,0,debt_consolidation,19.78,Low Risk,Large,28.57,8.51,LOW RISK
235087,"10,000",E,5,RENT,"55,000",Medium,Fully Paid,0,debt_consolidation,14.23,Low Risk,Medium,18.18,8.29,LOW RISK
573298,"12,000",B,2,MORTGAGE,"55,000",Medium,Fully Paid,0,debt_consolidation,13.33,Low Risk,Medium,21.82,6.53,LOW RISK
314026,"20,000",C,3,RENT,"151,000",High,Current,0,medical,6.07,Low Risk,Large,13.25,4.23,LOW RISK
109843,"13,000",C,3,MORTGAGE,"45,854",Medium,Charged Off,1,debt_consolidation,20.2,Medium Risk,Medium,28.35,9.68,LOW RISK
183993,"35,000",C,3,MORTGAGE,"165,000",High,Fully Paid,0,credit_card,24.19,Medium Risk,Large,21.21,11.28,MEDIUM RISK
593358,"10,000",E,5,OWN,"28,320",Low,Charged Off,1,credit_card,15.76,Low Risk,Medium,35.31,8.5,LOW RISK
216281,"5,000",B,2,MORTGAGE,"30,000",Low,Fully Paid,0,debt_consolidation,6.2,Low Risk,Medium,16.67,3.68,LOW RISK
108683,"20,700",G,7,MORTGAGE,"57,500",Medium,Fully Paid,0,debt_consolidation,25.55,Medium Risk,Large,36,13.42,MEDIUM RISK
141128,"19,375",D,4,RENT,"70,464",Medium,Charged Off,1,debt_consolidation,31.54,Medium Risk,Large,27.5,14.82,MEDIUM RISK
32942,"3,200",D,4,RENT,"60,000",Medium,Fully Paid,0,debt_consolidation,33.54,Medium Risk,Small,5.33,15.62,MEDIUM RISK
164121,"12,000",B,2,RENT,"45,000",Medium,Charged Off,1,credit_card,24.94,Medium Risk,Medium,26.67,11.38,MEDIUM RISK
636704,"12,000",B,2,RENT,"29,000",Low,Charged Off,1,debt_consolidation,25.66,Medium Risk,Medium,41.38,11.66,MEDIUM RISK
405877,"8,000",C,3,MORTGAGE,"50,000",Medium,Fully Paid,0,home_improvement,10.63,Low Risk,Medium,16,5.85,LOW RISK
511835,"24,275",E,5,MORTGAGE,"60,000",Medium,Charged Off,1,credit_card,29.43,Medium Risk,Large,40.46,14.17,MEDIUM RISK
15878,"8,000",C,3,MORTGAGE,"30,805",Low,Fully Paid,0,debt_consolidation,5.77,Low Risk,Medium,25.97,3.91,LOW RISK
501850,"18,000",C,3,RENT,"78,000",Medium,Fully Paid,0,medical,3.54,Low Risk,Large,23.08,3.22,LOW RISK
633149,"18,000",C,3,MORTGAGE,"80,000",High,Fully Paid,0,debt_consolidation,12.02,Low Risk,Large,22.5,6.41,LOW RISK
475149,"35,000",D,4,MORTGAGE,"125,000",High,Current,0,debt_consolidation,8.22,Low Risk,Large,28,5.29,LOW RISK
650461,"3,000",D,4,RENT,"30,000",Low,Charged Off,1,other,27.36,Medium Risk,Small,10,13.14,MEDIUM RISK
